id,corpus,site,region,period,material,type,signs_str,sign_count,pdr_reading,grammar_pattern,n_translated,n_unknown,coverage,sanskrit,translation_yaj
1257.2,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+700-032+,1,[+700-032+],SOLO,0,1,0.0,ref:39.1,
1258.1,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+520-220-240-002-820+,1,[+520-220-240-002-820+],SOLO,0,1,0.0,rava-mammana,O Roaring[√रु अच्] ever meditating one[√मन् यङि अच्](Rudra)
1258.2,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
1259.1,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+400-740-177-519+,1,[+400-740-177-519+],SOLO,0,1,0.0,ref:550.2,
1259.2,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+700-032+,1,[+700-032+],SOLO,0,1,0.0,ref:39.1,
1260.1,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+400-740-176+,1,[+400-740-176+],SOLO,0,1,0.0,ref:260.2,
1260.2,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
1261.1,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+000-000-861-000+,1,[+000-000-861-000+],SOLO,0,1,0.0,,
1262.1,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+690-368-817+,1,[+690-368-817+],SOLO,0,1,0.0,ref:405.1,
1262.2,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+740-032-840-679+,1,[+740-032-840-679+],SOLO,0,1,0.0,Aka-dahana,The wandering[√अक् घञ्] destroyer[BhP]
1263.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+740-642-240-060-692+,1,[+740-642-240-060-692+],SOLO,0,1,0.0,ref:424.2,
1263.2,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
1264.1,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+390-060/740-500-091+,1,[+390-060/740-500-091+],SOLO,0,1,0.0,Ana mara,"O prāṇa(Rudra)[Praśna Up. 2.9], O Destroyer[√मॄ+अच्]"
1264.2,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
1265.1,yajnadevam,Harappa,Inter-Riverine,-,Clay,TAG:P,+740-904-032-233-803+,1,[+740-904-032-233-803+],SOLO,0,1,0.0,Sama-hAna,O destroyer[MBh] of extinction[MBh]
1266.1,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+001-142+,1,[+001-142+],SOLO,0,1,0.0,A,The one who breathes[√अन् nom. RV 10.129.2]
1267.1,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+400-740-392-000-000-000-000-255-000+,1,[+400-740-392-000-000-000-000-255-000+],SOLO,0,1,0.0,,
1268.1,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+400-520-233+,1,[+400-520-233+],SOLO,0,1,0.0,ref:406.2,
1269.1,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+104-002-820+,1,[+104-002-820+],SOLO,0,1,0.0,avara,small[=kṣulla=Rudra Sri Rudram][L>R]
1269.2,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+034+,1,[+034+],SOLO,0,1,0.0,ref:334.1,
1270.1,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+400-807-740-219+,1,[+400-807-740-219+],SOLO,0,1,0.0,mamAna naSanin,"May I worship[√मान् लिट् 1s], O destroyer[Bhp नशन इनि]"
1270.2,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
1271.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+400-804-000-233-240+,1,[+400-804-000-233-240+],SOLO,0,1,0.0,,
1271.2,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+125-700-033+,1,[+125-700-033+],SOLO,0,1,0.0,ref:498.1,
1272.1,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+400-740-335-000+,1,[+400-740-335-000+],SOLO,0,1,0.0,,
1272.2,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+116-032+,1,[+116-032+],SOLO,0,1,0.0,ref:157.1,
1273.1,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+400-740-920-320-233-240-798+,1,[+400-740-920-320-233-240-798+],SOLO,0,1,0.0,ref:569.2,
1273.2,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
1274.1,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+033-700+,1,[+033-700+],SOLO,0,1,0.0,ref:290.1,
1274.2,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+520-233+,1,[+520-233+],SOLO,0,1,0.0,ref:282.2,
1275.1,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+740-840-000[,1,[+740-840-000[],SOLO,0,1,0.0,,
1275.2,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,]000-700+,1,[]000-700+],SOLO,0,1,0.0,,
1276.1,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+400-740-100-240+,1,[+400-740-100-240+],SOLO,0,1,0.0,ref:406.2,
1276.2,yajnadevam,Harappa,Inter-Riverine,-,Faience,TAB:B,+700-032+,1,[+700-032+],SOLO,0,1,0.0,ref:39.1,
1277.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+520-240-002-405-501+,1,[+520-240-002-405-501+],SOLO,0,1,0.0,Arava-mana,The howling[Pāṇ] meditator[√मन् अच्]
1278.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+520-240-002-405-501+,1,[+520-240-002-405-501+],SOLO,0,1,0.0,ref:1277.1,
1279.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+520-240-002-405-501+,1,[+520-240-002-405-501+],SOLO,0,1,0.0,ref:1277.1,
1280.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+520-240-002-405-501+,1,[+520-240-002-405-501+],SOLO,0,1,0.0,ref:1277.1,
1281.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+520-240-002-405-501+,1,[+520-240-002-405-501+],SOLO,0,1,0.0,ref:1277.1,
1282.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+520-240-002-405-501+,1,[+520-240-002-405-501+],SOLO,0,1,0.0,ref:1277.1,
1283.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+520-240-002-405-501+,1,[+520-240-002-405-501+],SOLO,0,1,0.0,ref:1277.1,
1284.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+520-240-002-405-501+,1,[+520-240-002-405-501+],SOLO,0,1,0.0,ref:1277.1,
1285.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+520-240-002-405-501+,1,[+520-240-002-405-501+],SOLO,0,1,0.0,ref:1277.1,
1286.1,yajnadevam,Harappa,Inter-Riverine,-,Clay,TAB:B,+520-240-002-405-501+,1,[+520-240-002-405-501+],SOLO,0,1,0.0,ref:1277.1,
1287.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+520-240-002-405-501+,1,[+520-240-002-405-501+],SOLO,0,1,0.0,ref:1277.1,
1288.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+520-240-002-405-501+,1,[+520-240-002-405-501+],SOLO,0,1,0.0,ref:1277.1,
1289.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+520-240-002-405-501+,1,[+520-240-002-405-501+],SOLO,0,1,0.0,ref:1277.1,
1290.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+520-240-002-405-501+,1,[+520-240-002-405-501+],SOLO,0,1,0.0,ref:1277.1,
1291.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,SEAL:S,]817+,1,[]817+],SOLO,0,1,0.0,,
1292.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,SEAL:S,]000-368-692+,1,[]000-368-692+],SOLO,0,1,0.0,,
1293.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,SEAL:S,+740-585-017-033-706-803-002-220-455-920+,1,[+740-585-017-033-706-803-002-220-455-920+],SOLO,0,1,0.0,dasma vaha aYjas saBAm,"O extraordinary[RV] one, lead me[√वह् लोट् 2s] quickly[RV] to the Council[RV]"
1294.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,SEAL:S,+740-482-055-220-415-798-803-742-617+,1,[+740-482-055-220-415-798-803-742-617+],SOLO,0,1,0.0,nanama SastaM jazaM,May I salute[√नम् लिट् 1s] the praised[RV] destroyer[√जष् अच्]
1295.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,SEAL:S,+595-420-717-745+,1,[+595-420-717-745+],SOLO,0,1,0.0,anDa-yava,"O one who wards off[AV] the darkness[R; Sun in RV 1.62.5, SR: Rising Sun]"
1296.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,SEAL:S,+740-585-017-240-002-305-032-904+,1,[+740-585-017-240-002-305-032-904+],SOLO,0,1,0.0,Aha lava-maha-BaRa,Indeed O cutting[Nalod] mighty[RV] roarer[√भण् अच्]
1297.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,SEAL:S,]000-240-002-820+,1,[]000-240-002-820+],SOLO,0,1,0.0,,
1298.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+520-240-002-405-501+,1,[+520-240-002-405-501+],SOLO,0,1,0.0,ref:1277.1,
1299.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+520-240-002-405-501+,1,[+520-240-002-405-501+],SOLO,0,1,0.0,ref:1277.1,
1300.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:B,+740-407-590-690-436-255-920-318-220-415-803+,1,[+740-407-590-690-436-255-920-318-220-415-803+],SOLO,0,1,0.0,ref:291.1,
1301.1,yajnadevam,Harappa,Inter-Riverine,-,Clay,TAB:B,+740-407-590-690-436-255-920-318-220-415-803+,1,[+740-407-590-690-436-255-920-318-220-415-803+],SOLO,0,1,0.0,ref:291.1,
1302.1,yajnadevam,Harappa,Inter-Riverine,-,Clay,TAB:B,+740-407-590-690-436-255-920-318-220-415-803+,1,[+740-407-590-690-436-255-920-318-220-415-803+],SOLO,0,1,0.0,ref:291.1,
1303.1,yajnadevam,Harappa,Inter-Riverine,-,Clay,TAB:B,+740-407-590-690-436-255-920-318-220-415-803+,1,[+740-407-590-690-436-255-920-318-220-415-803+],SOLO,0,1,0.0,ref:291.1,
1304.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+740-407-590-690-436-255-920-318-220-415-803+,1,[+740-407-590-690-436-255-920-318-220-415-803+],SOLO,0,1,0.0,ref:291.1,
1305.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:B,+740-407-590-690-436-255-920-318-220-415-803+,1,[+740-407-590-690-436-255-920-318-220-415-803+],SOLO,0,1,0.0,ref:291.1,
1306.1,yajnadevam,Harappa,Inter-Riverine,-,Clay,TAB:B,+740-407-590-690-436-255-920-318-220-415-803+,1,[+740-407-590-690-436-255-920-318-220-415-803+],SOLO,0,1,0.0,ref:291.1,
1307.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+740-382-002[,1,[+740-382-002[],SOLO,0,1,0.0,,
1307.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
1308.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-090+,1,[+400-090+],SOLO,0,1,0.0,ref:281.1,
1309.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-740-760-605+,1,[+400-740-760-605+],SOLO,0,1,0.0,ref:266.1,
1310.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:I,+156-003+,1,[+156-003+],SOLO,0,1,0.0,ref:693.3,
1311.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:I,+740-783-004+,1,[+740-783-004+],SOLO,0,1,0.0,ref:309.1,
1312.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+740-783-004+,1,[+740-783-004+],SOLO,0,1,0.0,ref:309.1,
1313.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-740-927-000-235+,1,[+400-740-927-000-235+],SOLO,0,1,0.0,,
1314.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+002-817+,1,[+002-817+],SOLO,0,1,0.0,ref:466.1,
1315.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+002-817+,1,[+002-817+],SOLO,0,1,0.0,ref:466.1,
1316.1,yajnadevam,Dholavira,Gujarat/Kutch,-,Steatite,SEAL:S,+520-920-320-235-175-000-820+,1,[+520-920-320-235-175-000-820+],SOLO,0,1,0.0,,
1317.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,SEAL:S,+511-032+,1,[+511-032+],SOLO,0,1,0.0,sana,O ancient one[RV; =Vṛddha]
1318.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-740-575-017-920+,1,[+400-740-575-017-920+],SOLO,0,1,0.0,dasmAni,The accomplishers[दस्म nns]
1318.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
1319.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:I,+400-151-336-630-706+,1,[+400-151-336-630-706+],SOLO,0,1,0.0,antamayI,One who holds[+इनि] the essence[-maya] of destruction[RV](Rudra)
1319.2,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:I,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
1320.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:I,+400-740-636-240+,1,[+400-740-636-240+],SOLO,0,1,0.0,maTAni,The destroyers[√मथ् अच्]
1320.2,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:I,+700-126+,1,[+700-126+],SOLO,0,1,0.0,ref:131.1,
1321.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:I,+868-706-590+,1,[+868-706-590+],SOLO,0,1,0.0,ref:234.1,
1321.2,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:I,+400-156-435-255+,1,[+400-156-435-255+],SOLO,0,1,0.0,ref:234.2,
1322.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+690-368-817+,1,[+690-368-817+],SOLO,0,1,0.0,ref:405.1,
1322.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-740-776-495+,1,[+400-740-776-495+],SOLO,0,1,0.0,ref:1052.1,
1323.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+824-892-413+,1,[+824-892-413+],SOLO,0,1,0.0,ref:295.1,
1323.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-740-636-240-031-032-171+,1,[+400-740-636-240-031-032-171+],SOLO,0,1,0.0,uzA-maTanI,The stirrer[MBh इनि] of dawn[RV] [SR: tamra aruṇa]
1324.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+220-700-004+,1,[+220-700-004+],SOLO,0,1,0.0,ref:170.1,
1324.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-760-740-220-416+,1,[+400-760-740-220-416+],SOLO,0,1,0.0,tman-ariH,Faithful[RV] to the ātman[RV]
1325.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-740-032-027+,1,[+400-740-032-027+],SOLO,0,1,0.0,ref:549.2,
1325.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
1326.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+690-681+,1,[+690-681+],SOLO,0,1,0.0,ref:640.1,
1326.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+740-032-059+,1,[+740-032-059+],SOLO,0,1,0.0,sahana,O mighty one[Nir]
1327.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:I,+003-861-031+,1,[+003-861-031+],SOLO,0,1,0.0,arajaH,O one free from passion[MBh]
1327.2,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:I,+740-255-061+,1,[+740-255-061+],SOLO,0,1,0.0,ref:221.1,
1328.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:I,+740-032-840+,1,[+740-032-840+],SOLO,0,1,0.0,ref:535.1,
1328.2,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:I,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
1329.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+368-900+,1,[+368-900+],SOLO,0,1,0.0,ref:26.1,
1329.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
1330.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-740-176+,1,[+400-740-176+],SOLO,0,1,0.0,ref:260.2,
1330.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
1331.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-740-176+,1,[+400-740-176+],SOLO,0,1,0.0,ref:260.2,
1331.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
1332.1,yajnadevam,Harappa,Inter-Riverine,-,-,SEAL:R,+740-231-003+,1,[+740-231-003+],SOLO,0,1,0.0,jaman,O one who eats[√जम् शतृ; avś 19.55.5 annāda]
1333.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-740-178+,1,[+400-740-178+],SOLO,0,1,0.0,ref:260.2,
1333.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
1334.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-740-176+,1,[+400-740-176+],SOLO,0,1,0.0,ref:260.2,
1334.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
1335.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-740-176+,1,[+400-740-176+],SOLO,0,1,0.0,ref:260.2,
1335.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
1336.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-740-176+,1,[+400-740-176+],SOLO,0,1,0.0,ref:260.2,
1336.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
1337.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-740-176+,1,[+400-740-176+],SOLO,0,1,0.0,ref:260.2,
1337.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-032+,1,[+700-032+],SOLO,0,1,0.0,ref:39.1,
1338.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-740-176+,1,[+400-740-176+],SOLO,0,1,0.0,ref:260.2,
1338.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
1339.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-740-176+,1,[+400-740-176+],SOLO,0,1,0.0,ref:260.2,
1339.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
1340.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-740-000[,1,[+400-740-000[],SOLO,0,1,0.0,,
1340.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,]033+,1,[]033+],SOLO,0,1,0.0,ref:337.1,
1341.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+520-220-415+,1,[+520-220-415+],SOLO,0,1,0.0,ref:221.1,
1341.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
1342.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+520-240-000+,1,[+520-240-000+],SOLO,0,1,0.0,,
1342.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
1343.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+740-690-630-240+,1,[+740-690-630-240+],SOLO,0,1,0.0,ref:1058.1,
1343.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+032-700+,1,[+032-700+],SOLO,0,1,0.0,ref:409.1,
1344.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:I,+400-740-032-028+,1,[+400-740-032-028+],SOLO,0,1,0.0,ref:544.2,
1344.2,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:I,+700-032+,1,[+700-032+],SOLO,0,1,0.0,ref:39.1,
1345.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+740-100-240+,1,[+740-100-240+],SOLO,0,1,0.0,ref:316.1,
1345.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+033-700+,1,[+033-700+],SOLO,0,1,0.0,ref:290.1,
1346.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-156-384-031+,1,[+400-156-384-031+],SOLO,0,1,0.0,aBayI,The fearless one[ŚBr][अभय इनि]
1346.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-034+,1,[+700-034+],SOLO,0,1,0.0,ref:198.2,
1347.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+000-820+,1,[+000-820+],SOLO,0,1,0.0,,
1347.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+740-926+,1,[+740-926+],SOLO,0,1,0.0,SAtana,O Destroyer[Nir]
1348.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+740-840-013+,1,[+740-840-013+],SOLO,0,1,0.0,ref:1188.1,
1348.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
1349.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:I,+156-000-000+,1,[+156-000-000+],SOLO,0,1,0.0,,
1349.2,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:I,+700-032+,1,[+700-032+],SOLO,0,1,0.0,ref:39.1,
1350.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+690-004+,1,[+690-004+],SOLO,0,1,0.0,caka,"Caka (Name: The satiating one)[√चक् अच्; =3 libations śBr 11.6.2.7], Name  of a Nāga priest[TāṇḍyaBr. xxv, 15, 3]"
1350.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-741-717-235+,1,[+400-741-717-235+],SOLO,0,1,0.0,ama-dAnI,The mighty[RV] generous[BhP] one
1351.1,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:I,+520-220+,1,[+520-220+],SOLO,0,1,0.0,ref:282.2,
1351.2,yajnadevam,Harappa,Inter-Riverine,-,-,TAB:I,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
1352.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,]032+,1,[]032+],SOLO,0,1,0.0,,
1352.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,]013+,1,[]013+],SOLO,0,1,0.0,,
1353.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-892-829+,1,[+400-892-829+],SOLO,0,1,0.0,ref:249.1,
1354.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+740-000+,1,[+740-000+],SOLO,0,1,0.0,,
1355.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-892-829+,1,[+400-892-829+],SOLO,0,1,0.0,ref:249.1,
1356.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+390-034+,1,[+390-034+],SOLO,0,1,0.0,ref:17.1,
1357.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+000-032+,1,[+000-032+],SOLO,0,1,0.0,,
1358.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+390-000+,1,[+390-000+],SOLO,0,1,0.0,,
1359.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+390-000+,1,[+390-000+],SOLO,0,1,0.0,,
1360.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,MISC,+000-000+,1,[+000-000+],SOLO,0,1,0.0,,
1360.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,MISC,+740-000-000[,1,[+740-000-000[],SOLO,0,1,0.0,,
1361.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+013-840-032-626-000[,1,[+013-840-032-626-000[],SOLO,0,1,0.0,,
1361.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-032+,1,[+700-032+],SOLO,0,1,0.0,ref:39.1,
1362.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+400-740-336-176+,1,[+400-740-336-176+],SOLO,0,1,0.0,ref:258.1,
1362.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-032+,1,[+700-032+],SOLO,0,1,0.0,ref:39.1,
1363.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+740-861-877+,1,[+740-861-877+],SOLO,0,1,0.0,ref:1210.1,
1363.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
1364.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+526-550-220+,1,[+526-550-220+],SOLO,0,1,0.0,ref:945.2,
1364.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
1365.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+090-740-362+,1,[+090-740-362+],SOLO,0,1,0.0,ref:316.1,
1365.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-033+,1,[+700-033+],SOLO,0,1,0.0,ref:212.1,
1366.1,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+520-220-415+,1,[+520-220-415+],SOLO,0,1,0.0,ref:221.1,
1366.2,yajnadevam,Harappa,Inter-Riverine,-,Steatite,TAB:I,+700-090+,1,[+700-090+],SOLO,0,1,0.0,ref:26.1,
